# -*- tcl -*- bench/csv
1
536,Geo2Point* 5x 14 0 0,2.047
537,Geo2Point* 5x 14 0 10,2.753
538,Geo2Point* 5x 14 10 -10,2.154
539,Geo2Point* 5x 14 10 0,2.109
540,Geo2Point* 5x 14 10 10,2.124
541,Geo2Point* 5x 15 -10 -10,2.314
542,Geo2Point* 5x 15 -10 0,2.119
543,Geo2Point* 5x 15 -10 10,3.074
544,Geo2Point* 5x 15 0 -10,2.355
545,Geo2Point* 5x 15 0 0,2.042
546,Geo2Point* 5x 15 0 10,2.563
547,Geo2Point* 5x 15 10 -10,2.14
548,Geo2Point* 5x 15 10 0,2.038
549,Geo2Point* 5x 15 10 10,2.136
550,Geo2Point* 5x 16 -10 -10,2.085
551,Geo2Point* 5x 16 -10 0,2.255
552,Geo2Point* 5x 16 -10 10,2.287
553,Geo2Point* 5x 16 0 -10,2.281
554,Geo2Point* 5x 16 0 0,2.348
555,Geo2Point* 5x 16 0 10,1.982
556,Geo2Point* 5x 16 10 -10,2.391
557,Geo2Point* 5x 16 10 0,2.126
558,Geo2Point* 5x 16 10 10,2.11
559,Geo2Point* 5x 17 -10 -10,2.183
560,Geo2Point* 5x 17 -10 0,2.085
561,Geo2Point* 5x 17 -10 10,2.118
562,Geo2Point* 5x 17 0 -10,1.981
563,Geo2Point* 5x 17 0 0,2.417
564,Geo2Point* 5x 17 0 10,2.209
565,Geo2Point* 5x 17 10 -10,2.134
566,Geo2Point* 5x 17 10 0,2.121
567,Geo2Point* 5x 17 10 10,2.16
568,Geo2Point* 5x 18 -10 -10,2.133
569,Geo2Point* 5x 18 -10 0,2.529
570,Geo2Point* 5x 18 -10 10,2.076
571,Geo2Point* 5x 18 0 -10,2.029
572,Geo2Point* 5x 18 0 0,2.362
573,Geo2Point* 5x 18 0 10,2.046
574,Geo2Point* 5x 18 10 -10,2.515
575,Geo2Point* 5x 18 10 0,2.134
576,Geo2Point* 5x 18 10 10,2.122
577,Geo2Point* 10x 0 -10 -10,3.759
578,Geo2Point* 10x 0 -10 0,3.061
579,Geo2Point* 10x 0 -10 10,3.055
580,Geo2Point* 10x 0 0 -10,2.873
581,Geo2Point* 10x 0 0 0,3.165
582,Geo2Point* 10x 0 0 10,2.822
583,Geo2Point* 10x 0 10 -10,3.111
584,Geo2Point* 10x 0 10 0,3.753
585,Geo2Point* 10x 0 10 10,3.057
586,Geo2Point* 10x 1 -10 -10,4.43
587,Geo2Point* 10x 1 -10 0,6.091
588,Geo2Point* 10x 1 -10 10,5.187
589,Geo2Point* 10x 1 0 -10,4.828
590,Geo2Point* 10x 1 0 0,3.289
